"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"PERFORMANCE-TIRES-18","Good Performance Tires - 18 inch","Universal","Tires","0.01","0.02","0.02"
"PERFORMANCE-TIRES-19","Good Performance Tires - 19 inch","Universal","Tires","0.01","0.02","0.02"
"PERFORMANCE-TIRES-20","Good Performance Tires - 20 inch","Universal","Tires","0.01","0.02","0.02"
"PERFORMANCE-TIRES-21","Good Performance Tires - 21 inch","Universal","Tires","0.01","0.02","0.02"
"RADIAL-TIRES-15","Good Radial Tires - 15 inch","Universal","Tires","0.01","0.02","0.02"
"RADIAL-TIRES-16","Good Radial Tires - 16 inch","Universal","Tires","0.01","0.02","0.02"
"RADIAL-TIRES-17","Good Radial Tires - 17 inch","Universal","Tires","0.01","0.02","0.02"
"RADIAL-TIRES-18","Good Radial Tires - 18 inch","Universal","Tires","0.01","0.02","0.02"
"RADIAL-TIRES-19","Good Radial Tires - 19 inch","Universal","Tires","0.01","0.02","0.02"
"RADIAL-TIRES-20","Good Radial Tires - 20 inch","Universal","Tires","0.01","0.02","0.02"
"RADIAL-TIRES-22","Good Radial Tires - 22 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-16","Good Truck Tires 16 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-17","Good Truck Tires 17 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-18","Good Truck Tires 18 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-20","Good Truck Tires 20 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-22","Good Truck Tires 22 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-24","Good Truck Tires 24 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-26","Good Truck Tires 26 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-31","Good Truck Tires 31 inch","Universal","Tires","0.01","0.02","0.02"
"TIRES-TRUCK-33","Good Truck Tires 33 inch","Universal","Tires","0.01","0.02","1800.00"
"TIRES-TRUCK-35","Good Truck Tires 35 inch","Universal","Tires","0.01","0.02","1900.00"
"TIRES-TRUCK-37","Good Truck Tires 37 inch","Universal","Tires","0.01","0.02","2000.00"
"Takeoff","Tire Takeoff Credit","Universal","Tires","85.00","100.00","100.00"
"82216488AB","5.7 feet Bed - Hard Folding Lockable Tonneau Cover - Crew Cab - Black","RAM","Tonneau Covers and Bed Caps","1145.00","1560.00","1560.00"
"82215227AF","5.7 feet Bed - Hard Folding Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","1135.00","1440.00","1440.00"
"82215225AE","5.7 feet Bed - Hard Folding Tonneau Cover - Ram Bed","RAM","Tonneau Covers and Bed Caps","1150.00","1460.00","1460.00"
"82215253AB","5.7 feet Bed - Roll-Up Tonneau Cover","RAM","Tonneau Covers and Bed Caps","496.00","669.00","669.00"
"82215254AB","5.7 feet Bed - Soft Roll-Up Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","496.00","669.00","669.00"
"82216444AA","5.7 feet Bed - Soft Roll-Up Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","536.00","721.00","721.00"
"82216447AA","5.7 feet Bed - Soft Roll-Up Tonneau Cover - RamBox","RAM","Tonneau Covers and Bed Caps","613.00","828.00","828.00"
"82215862AA","5.7 feet Bed - Soft Tri-Fold Tonneau Cover","RAM","Tonneau Covers and Bed Caps","556.00","747.00","747.00"
"82216335AB","5.7 feet Bed - Soft Tri-Fold Tonneau Cover - Black","RAM","Tonneau Covers and Bed Caps","573.00","771.00","771.00"
"82215863AC","5.7 feet Bed - Soft Tri-Fold Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","573.00","771.00","771.00"
"68672229AA","5.7 Feet Roll-Up Cover Tonneau Cover","RAM","Tonneau Covers and Bed Caps","1329.99","1399.99","1399.99"
"82216489AC","6.4 feet Bed - Hard Folding Lockable Tonneau Cover - Black","RAM","Tonneau Covers and Bed Caps","1200.00","1640.00","1640.00"
"82215224AE","6.4 feet Bed - Hard Folding Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","1290.00","1645.00","1645.00"
"82216235AA","6.4 feet Bed - One Piece Hard Tonneau Cover","RAM","Tonneau Covers and Bed Caps","1120.00","1400.00","1400.00"
"82215255AB","6.4 feet Bed - Soft Roll-Up Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","521.00","706.00","706.00"
"82216445AA","6.4 feet Bed - Soft Roll-Up Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","562.00","759.00","759.00"
"82216448AA","6.4 feet Bed - Soft Roll-Up Tonneau Cover - RamBox","RAM","Tonneau Covers and Bed Caps","633.00","860.00","860.00"
"82216336AB","6.4 feet Bed - Soft Tri-Fold Tonneau Cover","RAM","Tonneau Covers and Bed Caps","579.00","788.00","788.00"
"82215864AC","6.4 feet Bed - Soft Tri-Fold Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","579.00","788.00","788.00"
"82216490AB","8 feet Bed - Hard Folding Lockable Tonneau Cover - Black","RAM","Tonneau Covers and Bed Caps","1990.00","2505.00","2505.00"
"82216446AA","8 feet Bed - Soft Roll-Up Tonneau Cover - Conventional Bed","RAM","Tonneau Covers and Bed Caps","633.00","860.00","860.00"
"82211299AB","Hard Folding Tonneau Cover - Lockable - 8.0 Feet - Black","RAM","Tonneau Covers and Bed Caps","876.00","1170.00","1170.00"
"TONNEAU-BED-CAPS","Bed caps","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-HINGE","Hinge","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-POWE  R-RETRACTABLE","Power Retractable","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-QUA  D-FOLD-HARD","Quad-fold hard","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-QUA  D-FOLD-SOFT","Quad-fold soft","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-RETRACTABLE","Retractable","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-ROLL-UP-HARD","Roll up tonneau cover - Hard","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-ROLL-UP-SOFT","Roll up tonneau cover - Soft","Universal","Tonneau Covers and Bed Caps","0.01","0.01","0.01"
"TONNEAU-TAI  LGATE-LOCKS","Tailgate locks","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-TR  I-FOLD-HARD","Tri-fold hard","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"TONNEAU-TR  I-FOLD-SOFT","Tri-fold Soft","Universal","Tonneau Covers and Bed Caps","0.01","0.02","0.02"
"68673850AA","5.7 feet - Active Cargo System Rack","RAM","Truck Bed Accessories","2423.00","2850.00","2850.00"
"82211056AB","5.7 feet - Pickup Box Utility Rail - Conventional Bed","RAM","Truck Bed Accessories","333.00","458.00","458.00"
"68673848AA","Active Cargo System Rack","RAM","Truck Bed Accessories","1785.00","2100.00","2100.00"
"68673849AA","Active Cargo System Rack","RAM","Truck Bed Accessories","1840.00","2165.00","2165.00"
"68673851AA","Active Cargo System Rack - 6.4 feet","RAM","Truck Bed Accessories","2423.00","2850.00","2850.00"
"68678825AA","Basecamp Tailgate Pad","RAM","Truck Bed Accessories","665.00","738.99","738.99"
"68740998AA","Basecamp Tailgate Pad","RAM","Truck Bed Accessories","334.39","379.99","379.99"
"82215496","Bed Assist Handle","RAM","Truck Bed Accessories","60.40","87.50","87.50"
"82215724","Bed Extender","RAM","Truck Bed Accessories","343.00","469.00","469.00"
"82214148","Bed Extender - Black Painted Aluminum Extrusion","RAM","Truck Bed Accessories","343.00","469.00","469.00"
"68717830AA","Bed Rack - Short Bed - IBEX - Kuat","RAM","Truck Bed Accessories","1294.81","1648.00","1648.00"
"82215959AC","Bed Rail - Matte Black","RAM","Truck Bed Accessories","1365.00","1850.00","1850.00"
"82215810AB","Bed Side Rail - 5.7 feet Bed","RAM","Truck Bed Accessories","421.00","571.00","571.00"
"82211810","Bed Side Rails - 5.7 feet Bed - Chrome Steel","RAM","Truck Bed Accessories","431.00","627.00","627.00"
"82211811","Bed Side Rails - 6.4 feet Bed - Chrome Steel","RAM","Truck Bed Accessories","443.00","646.00","646.00"
"82212091AE","Bed Step - Aluminum Black Powder Coated","RAM","Truck Bed Accessories","291.00","399.00","399.00"
"82214245AD","Bed Step - Aluminum Black Powder Coated","RAM","Truck Bed Accessories","300.00","418.00","418.00"
"82216265AB","Bed Step - Aluminum with Black e-Coat","RAM","Truck Bed Accessories","305.00","408.00","408.00"
"82215289AI","Bed Step - Rear","RAM","Truck Bed Accessories","337.00","457.00","457.00"
"82216597AC","Bed Step - Rear - Black","RAM","Truck Bed Accessories","388.00","648.00","648.00"
"68729802AA","Bed Step - Rockslide Engineering - Aluminum Black Powder Coated","RAM","Truck Bed Accessories","543.00","604.00","604.00"
"68729803AA","Bed Step - Rockslide Engineering - Aluminum Black Powder Coated","RAM","Truck Bed Accessories","571.49","634.99","634.99"
"82215842AI","Bed Step Kit - Side","RAM","Truck Bed Accessories","368.00","498.00","498.00"
"82215793AB","Box Cargo Divider - 3 Piece","RAM","Truck Bed Accessories","89.45","137.00","137.00"
"82213065AD","Box Holster - Gun and Fishing Rod Holder - 6.4 Feet","RAM","Truck Bed Accessories","297.00","413.00","413.00"
"82215495AC","Cab Protector Rack","RAM","Truck Bed Accessories","491.00","664.00","664.00"
"82215481","Cargo Bed Divider","RAM","Truck Bed Accessories","297.00","405.00","405.00"
"82213988","Cargo Management - 5.7 feet","RAM","Truck Bed Accessories","168.00","249.00","249.00"
"82212966","Cargo Management - 6.4 feet Bed","RAM","Truck Bed Accessories","202.00","288.00","288.00"
"68709202AA","Cargo Net - 6.4 Feet and 5.7 Feet Bed","RAM","Truck Bed Accessories","202.50","225.00","225.00"
"68709204AA","Cargo Net - 8 Feet Bed","RAM","Truck Bed Accessories","240.30","267.00","267.00"
"68673847AA","Cargo System Forged Wire Cap","RAM","Truck Bed Accessories","54.00","63.00","63.00"
"68673855AA","Hydro Pod Rack Mounted Shower System","RAM","Truck Bed Accessories","328.00","386.00","386.00"
"68673854AA","Integrated Gear Pod","RAM","Truck Bed Accessories","326.00","384.00","384.00"
"68673857AA","Load Bar for Active Cargo System","RAM","Truck Bed Accessories","185.00","218.00","218.00"
"68673858AA","Load Bar Raiser Kit for Active Cargo System","RAM","Truck Bed Accessories","99.00","116.00","116.00"
"68673856AA","Load Stop for Active Cargo System","RAM","Truck Bed Accessories","140.00","165.00","165.00"
"TR500013","Pickup Bed Cross Bar - Light Duty - 74 inch - Thule","RAM","Truck Bed Accessories","585.00","780.00","780.00"
"82215285AB","Pickup Box Utility Rail - Conventional Bed - 5.7 feet Bed","RAM","Truck Bed Accessories","200.00","265.00","265.00"
"82215286AB","Pickup Box Utility Rail - Conventional Bed - 6.4 feet Bed","RAM","Truck Bed Accessories","219.00","293.00","293.00"
"TRACG203AB","Rack System - Anodized Aluminum","RAM","Truck Bed Accessories","599.00","1010.00","1010.00"
"82211356AB","Sliding Tool Box - Conventional Bed","RAM","Truck Bed Accessories","883.00","1195.00","1195.00"
"82215550AB","Tailgate Damper Kit","RAM","Truck Bed Accessories","58.20","84.15","84.15"
"TRXT5000","Truck Bed Cross Bar","RAM","Truck Bed Accessories","850.00","999.95","999.95"
